,label,review
482,1,"Ni plus ni moins un essais, Claude Miller signe un chassé-croisé assez bien ficelé d'une poignée de personnages qui se retrouvent dans des situations aussi déprimantes les unes que les autres. Un essais car le film comporte beaucoup d'effets de style hasardeux mais efficacs, comme le découpage (un peut raté) qui fait penser aux films à sketches. ""Betty Fisher et autres histoires"" comme son nom l'indique, est une sorte de foure-tout à idées dans lequel Miller s'amuse à mettre des éléments comiques et dramatiques. Ainsi il montre une vision de la vie, vraiment glauque, mais qui n'enfonce en rien ses personnages. Cependant la fin n'est pas assez abouti: la conclusion manque vraiment d'idées et on se demande quel message Miller veut nous délivrer vu la tournure que prennent les choses... En résumé je dirais que ""Betty Fisher"" est comme un soufflé qui s'effondrerait à la dernière minute, et que si Miller a raté un chef d'oeuvre, il a néanmoins réussi un essais, dont le sujet porte sur la maternité..."
483,0,"Certains cineastes veulent faire du cinéma plus qu'un divertissement grand public. Soit. Certains font même des films qui ne seront reellement compris que par des petites elites au fait du sujet pointu ( caché derriere la facade du film : reflexion sur l'art, la philosophie, message politique ) abordé par le réalisateur. Passe encore. Dans ces cineastes ( qu'on classe dans la vaste categorie du cinema d'auteur ), certains arrivent à concilier leurs exigences artistiques avec le respect du spectateur : ils font alors des films à la fois divertissant, prenant, beau visuellement et au fond riche. Exemple : Kubrick. Mais d'autres s'enlisent dans leur pretention artistique et livrent un film qui ne plaira qu'à eux memes et parfois aux membres de l'elite se sentant concernés par le message. Malheureusement, Apichatpong Weerasethakul rentre avec Tropical Malady dans la 2eme categorie, et en bonne place. Un bon point toutefois : l'ambiance dans la jungle nocturne touche pendant 5 minutes au sublime. Trop peu pour justifier le deplacement d'un spectateur."
484,0,"Le réalisateur a beau être bon, que voulez-vous qu'il fasse avec un scénario absurde (mais qui se prend au sérieux) accumulant les ellipses(la mort de Delphine), les déficits d'explications (le camion qui explose au début), les invraisemblances (Caine, moribond qui courre comme un lapin), et les facilités narratives ? En fait plus on avance dans le film plus ça devient mauvais et cela jusqu'au final insipide. Que reste-t-il ? Même pas Michael Caine en service minimum, juste un bon Donald Pleasance et une affriolante Delphine Seyrig, mais ça fait loin de faire le compte."
485,1,"""Haute Couture"" est un bon film, autant techniquement que scénaristiquement, que nous n’avons malheureusement pas eu la chance de voir dans nos salles de cinéma. Heureusement le dvd traverse les océans et répare cette erreur ! ""Haute Couture"" révèle une intrigue à laquelle on ne s’attend pas avec pareil titre ! L’histoire oscille entre thriller, malédiction et vengeance au sein d’une minuscule ville du bush australien. Surpiqué de rebondissements, le scénario révèle secrets, non-dits et rancœurs dans un film confectionné comme un western féminin en haute couture ! Tous les personnages sont truculents mais Kate Winslet a, comme toujours, une classe à la hauteur de son talent dans ce rôle taillé sur mesure. Alternant drame et humour, naviguant d’un genre à l’autre, ""Haute Couture"" est une agréable surprise plein de style et de classe. Retrouvez de chroniques sur mon blog : plumeetpellicule.wordpress.com"
486,0,"Très loin des habituelles comédies romantiques, ce film reste constant dans la médiocrité. Du début à la fin, l'histoire ne parvient jamais à s'élever, à éviter les clichés habituels sur la France, à nous offrir des moments croustillants, drôles. Le duo ne semble pas fonctionner en plus et c'est l'un des points négatifs importants. Là où ce film fait preuve d'originalité (disons de logique) est dans le fait que les gens en France parlent français. La plupart du temps dans les films étrangers se passant en France, les français parlent anglais. Pour une fois, ce n'est pas le cas et tant mieux. Malheureusement, c'est loin d'être suffisant !!"
487,1,"Drôle et méchant: l'humour francouillard atteint ici des sommets. Une comédie acide avec des moments de franche rigolade, des répliques cultes et des interprètes en pleine forme. A voir."
488,1,"je vais étre super honnéte, le cinéma allemand est dans l ensemble plutôt chiant et c est loin d étre les rois du suspens…. je n arrive pas a oublier l inspecteur derrick des années après "" il ma traumatisé, lol la j avoue j ai beaucoup aimé ,action juste ce qu il faut ,histoire qui tient la route est plutôt inattendu,vraiment très bien.."
489,1,"Dans ce film Ray Harryhaussen, ""le grand maître des SFX"" n'est pas encore au top pour les mélanges entre ses animations impeccables avec les scènes réelles. Cela gâche un peu la magie de son monstre marin, mais le faible budget du film y est pour quelque chose sans doute. Le film reste un agréable spectacle et ne déçoit pas du tout les amoureux du cinéma. Heureusement la ""Dynamation"", qui n'est pas un terme markéting comme le prétend la légende urbaine, mais qui est bien une série de technique d'incrustation et d'animation, fluidifiée par l'adaptation image par image au scènes réelles, donnera par la suite, en couleur, des chefs-d’œuvre du genre."
490,1,"Ce n'est pas seulement l'été qui est magique, c'est le film tout entier qui est un moment rare de poésie dans ce monde de brutes ou la plupart des films n'existent pas sans effets spéciaux. Dans celui-ci et cela fait du bien on se laisse porter par les personnages tous plus attachant les uns que les autres, j'ai eu un peu de mal à y rentrer car nous ne sommes plus habitués dans ce monde ou tout va trop vite, de simplement prendre son temps de regarder les autres, d'échanger, de parler à ses voisins, et surtout de laisser son imagination vagabonder, une vraie leçon de vie, avec un Morgan Freeman épatant, admirez son sourire et son regard sur l'affiche du film....tout est dit ....sublime.."
491,0,"Ce film d'horreur propose une ambiance intéressante certes mais un scénario manquant cruellement d'originalité n'apportant aucune nouveauté au genre, des jump-scares sans quasiment aucun effets, et des acteurs peu crédibles. Ne perdez pas votre temps avec ce navet."
492,1,"L’évasion est un téléfilm plutôt réussi de Laurence Katrian. L’histoire se déroulant durant la seconde guerre mondiale est plutôt originale et le scénario a été bien ficelé. Les acteurs sont convaincants on retrouve notamment François Berléand en colonel Allemand mais aussi Sara Giraudeau ou encore Thierry Neuvic. Le film est très agréable et divertissant même si il n’est pas non plus exceptionnel, 13 / 20."
493,1,Belle réussite pour ce type de film. Je donne une note un peu trop bonne mais j'avoue avoir été réellement positivement surpris de ce film.
494,1,"« L’âme russe » Les Russes n’ont pas tardé à prendre le pire de ce qu’il y avait chez nous tout en conservant le pire de ce qu’il y avait chez eux. Pour leur salut il leur reste quelques grandes âmes pour s’en indigner. Andreï Kontchalovski en est une, ni immaculée, ni noire… Russe ! En Russie, l'anecdote révèle souvent son homme. À l'avant première parisienne de Gloss, Kontchalovski rapporta celle-ci. Comme un spectateur lui reprochait d'éprouver la « Nausée » après avoir vu le film, il lui répondit : - « Vomis ! ». Il nous annonça dans la foulée que 2 heures plus tard, nous serions triste et qu'il en serait heureux, car nous serions tristes avec lui. Alors, le film ? Si vous en doutiez encore, les plus belles filles du monde sont à Moscou et elles vous dévoileront leurs charmes pendant près de deux heures. Des coulisses des collections où s'exerce la tyrannie d'une copie de Karl Lagerfeld qui habillait « La truie du Kremlin » (dixit un de ses mignons) jusqu'aux yachts, suites et jets privés des oligarques tout se passe comme dans un rêve. Les hommes qui font l'économie, la politique et le malheur de leur pays et de leurs concitoyens s'achètent des êtres humains comme des animaux de compagnie. Des laquais serviles composent leurs pédigrées, les toilettent et les parent. La camera caresse les peaux satinées, les mains manucurées et les chevelures platines. Tant d'innocences sacrifiées au culte du veau d'or tournent au cauchemar ou à la tragédie. Happy ending ? Quand la prostituée incarnée par Julia Roberts dans Pretty Woman finit par épouser son milliardaire c'est un happy end. Quand Tarkovski scénariste écrit le dénouement de Gloss l'on comprend qu'il est revenu d'Hollywood et une bonne fois pour toute. Le sacrifice de toutes les valeurs au dieu dollar lui est aussi insupportable que le culte de la personnalité aux heures les plus sombres du stalinisme. Je ne vous dévoile pas la fin de Gloss car s'il n'y a qu'un film à voir cette saison c'est ce"
495,1,"Ce film est vraiment très très bien, je me souviens qu'il y a quelques années, il passait tout le temps pdt la période de Noël, et à chaque fois, ça me ravissait de le re-re-re...voir ! Les acteurs sont vraiment touchants, et l'histoire vraiment bien trouvée ! Bref, c'est un mélange bien ficelé, qui ne peut laisser indifférent !"
496,1,"C'est très bon et complètement loufoque. Ça commence par l'un des gags visuels les plus célèbres de l'histoire du cinéma (Harpo qui soutient le mur d'une maison...) Le film contient deux scènes d'un délire absolu, celle de la préparation des valises et celle de la poursuite avec l'avion. les Marx sont toujours bien dans leurs rôles respectifs,toujours aussi foldingues, et les morceaux de piano (Chico) et de Harpe (Harpo) sont toujours aussi bien. On notera la présence au générique de Lisette Verea dont on se demande pourquoi elle n'a pas fait carrière dans le cinéma, avec son physique à la Ava Gardner."
497,1,"inattendu et captivant.. bien que la réalisation ne soit pas parfaite, l'histoire vaut le détour et Sullivan s'impose par son charisme. un film à ne pas manquer.."
498,1,"Je n'ai pas pu le voir en entier, mais le peu que j'ai vu été vraiment drôle. A recommender"
499,1,"Qui a dit que les ""vieux"" films étaient lents et ennuyeux? Voici le tonitruant ""Ces messieurs dames"", au rythme effréné (on pense au ""Fanfaron"" de Dino Risi) et à la critique acerbe des petits notables de province. C'est de la comédie italienne, certes (un peu bavarde), mais ""Signore & signori"" vaut le détour puisqu'il ressort sur grand écran. Entre sauteries et coucheries, ces bourgeois-là sont à la fois sympathiques mais tellement grotesques, avares et immondes (lorsqu'ils draguent, ils ne distinguent même plus une gamine d'une femme). Les femmes, elles, ne sont pas en reste, puisque lorsqu'elles ne sont pas cul-bénies ou avares, elles sont nymphomanes... De ce tas-là, tentent de sortir Osvaldo et Miléna (la très belle Virna Lisi). Savoureux!"
500,0,"Laborieux. Difficile de trouver une motivation pour regarder ce film en entier. Ni l'histoire, ni le casting, ni la réalisation ne donnent envie."
501,0,"Quand le choc des titans est sortie tout le monde a fustigé sa 3D alors que le film méritait vraiment mieux dans la mesure où il offrait du spectacle avec une générosité qui pouvait faire passer ses défauts pour de la maladresse. La suite : la colère des titans devait être selon son réalisateur( celui qui avait fait le lamentable battle to Los Angeles), être supérieur au premier opus, est en définitive assez mauvais: l'histoire est un remake du premier avec Kronos qui remplace à la fin le Kraken, le bestiaire des créatures est original mais mal exploité on ne sait même pas ce qui foutent dans le film, les personnages à part Zeus et Hadès sont fades et inintéressants. Cela reste néanmoins largement supérieur à un Conan mais quand le réalisateur, se permet de critiquer son prédécesseur, il devrait faire preuve d'humilité, tant ses scènes d'actions paraissent illisibles, incohérentes et qu'il devrait au contraire prendre exemple sur ""le choc des titans"" qui a réussi à donner un souffle épique au premier film, ce qui n'est pas son cas."
502,1,"Une petite Bible indispensable réalisée par l'un des pères du cinéma américain d'aujourd'hui. Ici, le père apparaît comme un enfant du septième Art, un humble apprenti, un dévoreur de pellicules en tous genres. De son premier choc cinématographique ( Duel au Soleil de King Vidor ) aux films de John Cassavetes ( en passant par John Ford, Billy Wilder ou encore Vincente Minnelli ), Martin Scorsese nous offre bien plus qu'un documentaire standard : il nous communique sa passion, cet amour contagieux pour le cinéma dont parlait si bien Frank Capra. Souvent passionnant, jamais anecdotique, ce voyage à travers le cinéma américain nous apprend beaucoup de choses ( le fonctionnement des majors avant l'arrivée des multinationales, la façon dont certains réalisateurs sont parvenus à déjouer la censure...). Scorsese construit son documentaire en retraçant l'Histoire de son cinéma ( et du nôtre ) à travers les différents genres ( western, film noir, comédie musicale ou encore film de gangsters ) et les différentes façons de réaliser un film ( Jacques Tourneur le contrebandier ou encore Elia Kazan l'iconoclaste, pour ne citer qu'eux...). Il en résulte un patrimoine collossal et inépuisable, un témoignage émouvant d'un enfant devenu père, d'un étudiant devenu professeur. On ne pouvait rêver mieux : Scorsese a réalisé le film qui donne envie de voir les films. Merci."
503,1,"Cette aventure simpsonesque fonctionne a plein régime(le générique donne le ton), l'animation est très réussi, avec notamment des passages en 3d qui embellissent encore plus la ville de Springfield. On retrouve dans ce long métrage tout ce qui faisait le charme de la série, la famille simpson dans toute sa splendeur, sans oublier matt groening, toujours a montrer du doigt certains aspects de la culture américaine. Bref c'est délirant! SpiderCochon!"
504,0,Bon je sais qu'ils ont pas trop les moyens dans le milieu du porno mais ... c'est quoi ces méga récompenses que le film s'est tapé ?
505,0,"Company ressemble plus à un reportage sur une troupe de danseurs qu'a un film sur la danse. Si au moins il y avait un scénario, une petite intrigue quelconque, un suivit dans la vie privée des personnages, ça aurait sans doute été moins ennuyeux parce que là, on touche le fond du néant total. Certes, Neve Campbelle lève bien la jambe droite mais bon...et le reste il est où?"
506,0,"Déçue, ce n'était ni vraiment drôle, ni vraiment romantique, je m'en serais passé sans problème. A éviter, sauf si vraiment vous voulez voir la suite du premier film et que vous aimez certains des acteurs.."
507,1,"Un véritable tour de force ! Que Joan Fontaine incarne le personnage d'une femme vénale n'est pas si grave en soi, mais qu'en plus elle soit manipulatrice, hypocrite et égoïste, tout pour plaire… et pourtant sa beauté illumine l'écran. Il n'y a par ailleurs pas grand monde de sympathique dans ce film (même pas Mel Ferrer dont le cynisme finit par agacer) mais cela participe à le rendre fascinant.Howard Hugues, propriétaire de la RKO a voulu finir le film en ajoutant un happy-end en forme de retrouvailles entre le millionnaire Curtis et Joan Leslie mais se prend les pieds dans le tapis quand on sait les raisons qui les ont fait se séparer.Ce n'est pas un film noir, mais le regard du film l'est, Noir et beau, il fallait sans doute Nicholas Ray pour réaliser cette prouesse. Images splendides, réalisation soignée, acteurs au top. Oui, on peut parler de chef d'œuvre !"
508,1,"Quand la réussite d'un film repose sur un effroyable massacre et des images parfois insoutenables. C'est la recette de ce ""vieux fusil"" ou Philippe Noiret y est tout simplement excellent."
509,0,"un scénario qui se voudrait mystique et fascinant mais le résultat est abracadabrantesque, poussif et les situations/ choix des protagonistes, invraisemblables!"
510,1,"Len Wiseman nous livre un film d'action ultra efficace et spectaculaire(c'est son meilleur film), j'ai passé un excellent moment, et en ce qui me concerne, c'est le meilleur de la saga aprés le premier bien sûr. Et Bruce Willis n'a vraiment rien perdu de son potentiel malgré son age."
511,1,"Après la très bonne comédie ""Nos jours heureux"", le duo Eric Toledano et Olivier Nakache tous les deux réalisateurs et scénaristes nous présentent cette nouvelle comédie basé sur une famille peu commune. Le film démarre très fort et réussie à nous intéresser plus qu'une simple comédie, à la fois touchant et hilarant ce petit chef d'oeuvre du cinéma français est un très bon moment de bonheur et d'émotion. L'ambiance du film rappelle évidemment ""Nos jours heureux"" en partie à cause d'un casting presque identique. On retrouve Omar Sy toujours aussi hilarant, Joséphine de Meaux, qui pour le coup garde pratiquement le même rôle ou presque mais toujours aussi douée pour jouée la folle de service. Puis vienne des rôles moins importants mais que l'on retrouve encore ici tel que Jean Benguigui. Malgré une ressemblance frappante entre le casting, la réalisation et l'humour similaire, on est loin d'être en face d'une simple suite puisque le sujet n'est plus du tout le même et malgré que l'humour soit au rendez-vous, l'émotion est bien plus présente de part le sérieux du sujet que l'on aurait tendance à oublier. Au final, ce ""Tellement proches"" est une perle du cinéma français qu'il est presque impératif de voir lorsque l'on a peu d'estime pour le cinéma français à force de voir des comédies ringardes faire la une du Box office alors que d'autres passent inaperçues ou presque. Le duo Toledano/Nakache est à suivre de très prêt et vont je l'espère être enfin récompenser avec la sortie de ""Intouchables""."
512,1,"Je viens de voir le film ""Ombres et Lumières"" et je tiens vraiment à donner mon avis sur ce bijou. c'est un bon film original, très réussi, des acteurs touchants et sont d'une justesse impeccable. J'ai passé un bon moment. A voir absolument."
513,0,"""Even Cowgirls Get the Blues"" est un film totalement à part de la filmographie de Gus Van Sant. Avec ce film, il ne se prend pas absolument au sérieu, ce film est plus une farce, une caricature sur les femmes. Le scénario est plat, vide, et les gags laissent à désirer..."
514,1,"Un concentré de talent, feu vert pour fondre dessus comme la petite vérole sur le peuple. Top moumoute !"
515,0,"Le monde Et en particulier la France part en vrille. Où sont passé les gars qui classent les films par tranche d'âge? Pour sauce partie on s'est dit ils sont en grève, et maintenant on va se dire qu'ils sont à la retraite? En plus venant des turcs ça m'étonne énormément. C'est quoi cette volonté de mélanger la vulgarité et la violence avec le monde des enfants? Les mangas ne suffisent pas? Heureusement que ça fait pas un succès, ça prouve qu'il y a encore de l'espoir en l'humanité."
516,1,"La passion muette et douloureuse d'un vieux musicien sur le déclin pour un bel adolescent en vacances à Venise. Le cinéma de Visconti a des affinités évidentes avec les écrivains de la décadence qu'il a adaptés dans sa filmographie (ici Thomas Mann): contemplation mélancolique du passage du temps, chant du cygne d'une aristocratie qui emporte avec elle une certaine idée de la culture et de la sociabilité, goût pour les histoires d'amour vouées à l'échec, représentation impressionniste des sentiments, lyrisme étouffé par un pessimisme lucide, etc. Il faut aimer ce type d'oeuvres, très datées et parfois un peu indigestes, mais pour les amateurs, Mort à Venise est une magnifique tragédie et l'un des plus beaux films du cinéaste."
517,1,"excellent film avec une véritable histoire, des personnages au passé intéressant et un aboutissement qui l'est tout autant. Une véritable bonne petite découverte."
518,0,"Ce film réussit à se créer une ambiance. Belle photographie, musique très pop, bonne mise en scène mais un scénario trèèès flou qui prend pas..."
519,0,Une suite qui fait honte au premier !! Le scénariste n'a surement pas comprit se qui a fait la force du premier...
520,0,"oula oula, donc ... aucun intérêt, film plat, sans aucune explications et dans fin. À éviter d'urgence !"
521,0,Thomas Jane avec Bruce Willis... J'avais d'abord pensé que Thomas Jane s'était upgradé. Il n'en est rien. Bruce Willis s'est littéralement downgradé dans ce navet sans substance où les balles fusent dans tous les sens pour atterrir dans des murs.
522,0,"Le titre complet est ""Borat, leçons culturelles sur l'Amérique au profit glorieuse nation Kazakhstan"", ce qui peut éventuellement être considéré comme amusant si on est en manque d'humour. Quant au film il est lourd comme une enclume, le personnage principal omniprésent et hyperactif fait dans l'overdose à ce point que l'on finit par comprendre ce que ressentent les oies lorsqu'on les gave."
523,1,"Je considère que ce film est un excellent thriller. On peut trouver des choses à critiquer bien entendu mais personnellement j'ai été complètement bluffée tout le long de ce film : quel suspens, et quels rebondissements tout le long ! C'est un thriller vraiment bien foutu et très prenant. Après effectivement on se rend compte que si des choses comme cela arrivaient dans le futur ce serait complètement fou et terrible."
524,0,"Ça se regarde mais sans plus, pas très drôle (même si c'est vrai qu'à la base c'est pas le vrai but) et le scénario peu original. A voir une fois..."
525,1,"Je ne m'étendrai pas sur le contenu du film, les autres critiques en parle très bien et je globalement d'accord avec elles. Non, moi je dirais juste que je n'ai jamais passé autant de temps dans un cinéma en une seule semaine puisque j'ai été le voir 3 fois, et si vous vous posez la question j'ai déjà mes tickets pour une quatrième fois. Allez, je vais quand même vous inviter chaleureusement à aller voir ce film pour: - sa bande son qui tout en étant originale s'offre le luxe de coller au rythme des images et ainsi dynamiser le film - ses paysages et images d'un niveau de détail et d'une beauté sans pareille. une véritable invitation au voyage - ses personnages haut en couleur et qui ""sonnent vrais"" autant les drôles, que les sévère que ceux qui incarne la noblesse d'esprit. - Et enfin pour son scénario, imprévisible et loin des modèles Américains ou Européen, vus et revus. Allez-y en étant ouvert d'esprit, attendez-vous à un film différent, imprégnez-vous de cette culture étrangère et alors je suis presque certain que vous passerez un bon moment en découvrant cette petite perle de poésie."
526,1,"Pas toujours facile d'avouer à sa famille que l'on a perdu son travail. En France, on avait eu l'affaire Romand du nom de ce (faux) médecin qui avait assassiné toute sa famille et qui avait été portée à l'écran à deux reprises dans ""L'emploi du temps"" et ""L'adversaire"". C'est quand même toutefois moins tragique ici dans ce film qui est également sensible et presque poétique, portant avant tout un regard assez ironique sur ces américains qui se sont endettés pour acheter leur maison et la crise des subprimes. ""Things people do"" est par ailleurs porté par deux acteurs également touchants qui rendent moins dure cette vision désabusée de l'Amérique d'aujourd'hui. Une Amérique que l'on continue d'aimer malgré tout."
527,0,"Encore une mauvaise découverte, 1h50 de perdu à regarder un film complétement absurde, grotesque, pathétique,... les mots me manquent. Une histoire pitoyable, des acteurs minables, des décors à 50 francs, des effet spéciaux/pyrotechnie complétement raté. Et voici une avalanche de méchants mots ( je n'en suis pas fier). Mais j’espère que cela vous auras permis de ne pas perdre votre temps avec cette chose qui est tout sauf du cinéma."
528,1,Une excellente comédie déjantée et bien rythmée. Le générique d'introduction façon comics de super héros est très bien fait. Avec un clin d'oeil àL'agence tout risque avec le GMC Vandura.
529,0,Divertissement d'adolescent. Aucun intérêt cinématographique.
530,1,"Encore une oeuvre de Miyazaki absolument ravissant, enchanteur et magnifique quoique nettement plus sombre que la plupart de ses autres films. De l'animation fluide, magique. De la véritable poésie pour les petits et les grands. Un film à visionner plusieurs fois pour en saisir tout le sens."
531,0,"Un navet avec des personnages grossiers et vulgaires et une histoire sans intérêt pleine de clichés. Sans doute le portrait de la bourgeoisie française. Vincent Lindon toujours aussi mauvais acteur. Line Renaud ridicule avec ses énormes cigares. Quant à Catherine Deneuve, depuis quand n'a-t'elle plus joué dans un bon film ? Seul Jean Yanne est toujours aussi bon."
532,0,"Il faut sortir en courant de la salle de cinoche quand, après vingt minutes de grand angle, Christian Bale rentre avec un sourire...grand angle dans le village de ses ravisseurs..."
533,1,"Un chef d'oeuvre ! Entre rires, larmes, que d'émotions devant un film si bien joué avec des acteurs qui sont symbiose avec leur rôle. Allez le voir, beaucoup ne sont pas déçus !"
534,1,"L´honneur d´un peuple ,d´une famille ,la cruauté anglaise fut jadis sans limite et vive le brexit car l´angleterre plus que l´allemagne a été l´ennemie ancestral de la france .Un film poignant avec une belle fin et un zorro irlandais qui redonne espoir á son peuple"
535,0,"Après son succès triomphal avec sa comédie mêlant les arts martiaux et le football (Shaolin Soccer - 2002), Stephen Chow revient avec une autre comédie, mêlant cette fois-ci le kung-fu, la comédie musicale et le western avec Crazy kung-fu (2005). Une réalisation impressionnante, une mise en scène menée tambour battant, des chorégraphies virevoltantes, des SFX à foison (un véritable ras-de-marée) et tous de très bonne facture. En plus de tous cela, on appréciera aussi les personnages, qui ont tous une forte personnalité, à noter aussi les nombreuses références et clins d'oeil cinématographiques dont notamment Shining (1980), Matrix (1999) & Spider-Man (2002). Mais à côté de cela, le scénario s'avère bien vite inintéressant, des acteurs surjouant ou étant trop caricaturés, en l'espace de 100 minutes, Stephen Chow nous a offert un vrai divertissement mais il est préférable de le réserver aux plus jeunes car à la longue, le film en devient vite rébarbatif."
536,0,"Le Complot partait sur une bonne base mais ce film sur la guerre d'Algérie ou plutôt sur l'OAS (sur ce point on peut être gêner par ce film qui ne semble pas du tout condamner l'OAS) souffre de sa réalisation sans relief, le réalisateur ne parvient à nul moment à insuffler du rythme au récit qui comporte quelques longueurs et un peu trop de scènes de discussions par moment aussi. Le Complot repose surtout sur son casting qui réunit plusieurs grands acteurs du cinéma français."
537,1,"Mc Kee signe une fois de plus après son May un film dérangeant, malsain, glauque. Mais ce n'est pas un simple film d'horreur gore. Mais ici le réalisateur se fait sociologue et critique une société patriarcale. Tout est bon; la mise en scène, les acteurs (on retrouve l'actrice de May dans le rôle de la mère), et la bande son spécialement composée pour le film de Sean Spillane qui est sublime ! Un film à voir mais qui installe un vrai malaise. Une très bonne surprise"
538,1,"Bon film, sur un sujet assez spécial pour un film, il fallait quand même oser (bon c'est pas un film engagé sur le cinéma non plus, mais il y a plein de critiques du show biz) avec Al Pacino excellent. Le défaut du film (à mon goût) sont les scènes où Simone est sur l'écran de l'ordinateur, je trouve ça surnaturel que ces scènes manquent d'originalité par rapport au sujet traité !"
539,0,"Franchement soyons sérieux c'est vaste fumisterie , tout est mauvais que ce soit le scénario , l'histoire complétement inintéressante , les dialogues sont nulles aucune situation n'est drôle , c'est pathétique de faire un truc comme ça , les acteurs n'en parlons pas , pourquoi grégoire Margotton comme acteur principal ( lol ! ) , je mets 1 rien que pour Booder qui essaie malgré tout ."
540,0,"un film qui part en vrille sans qu'on puisse savoir à l'avance comment il va se terminer. Tout va bien jusqu'au dernier quart d'heure, manque de pellicule? scénario pas terminé? PLV : un Jean Rochefort en grande forme"
541,0,bof
542,1,"Ce grand (3 heures) film populaire égyptien permet de retrouver - à l'heure de sa déliquescence dans la corruption omniprésente, sous la menace d'un islamisme de plus en plus radical - la joyeuse énergie de la société égyptienne, si bien chantée au cours des dernières décennies par Youssef Chahine. Malheureusement, Marwen Ahmed n'est pas Chahine, et, s'il évite l'artificiel brillance de nombre de films ""choraux"" récents, sa mise en scène a la lourdeur de l'éléphant lorsqu'il dénonce les méfaits de l'intolérance, ou tout simplement de la mesquinerie. Si ""l'Immeuble Yacoubian"" finit par captiver son spectateur, c'est qu'il bénéficie de l'interprétation impeccable d'un casting ""all star"" du cinéma égyptien (Adel Imam dans un rôle central qui pourrait être ingrat, dégage une sensibilité, une émotion bouleversantes). Au final, si l'on est loin du chef d'oeuvre, on se dit néanmoins que cela fait belle lurette que l'on a pas vu le cinéma populaire français produire un tel film, à la fois mélodrame populaire et politiquement engagé."
543,1,"300, Qui, QUI n'a jamais entendu parler au moins une seule fois du péplum ayant pour titre ce chiffre et faisant pour moi parti des cinq films à voir pour les amateurs de combats musclé ? Il s'agit d'une des meilleure réalisations de Zack Snyder, réalisateur de Sucker Punch et de Man of Steel ! Ce long-métrage assume totalement son côté violent/sanglant et sensuel, c'est d'ailleurs ce qui fait son charme et se qui le caractérise le plus ! Au menu : beaucoup d'action avec des combats cultes car kiffant, mortels, grandioses ! Il y a aussi beaucoup de ralentis, des ralentis vraiment très réussis ! 300 est un film presque, je dis bien presque parfait mais je me permet quand même de lui donné la note 5/5 et de crier chef-d'œuvre. Bande originale ? Excellente, avec des musiques marquantes car différentes de celles des autres films du genre. Rendu Visuel ? Bon, La Naissance d'un Empire est supérieur à ce niveau là parce que pour ce qui est des décors, l'éclairage de ce premier opus est trop intense et les couleurs sont soit très belles soit horribles ; en revanche, la photographie est précise et les effets spéciaux sont géniaux ! La direction artistique ? Originale et très stylée, style par ailleurs très moderne ! Scénario ? Simple mais correcte et historiquement assez fidèle à la Bataille des Thermopyles. Acteurs ? Très très bonne performance de Gerard Butler ! Lena Headey et Rodrigo Santoro sont bons eux aussi et quel plaisir de découvrir Michael Fassbender dans un de ses premiers rôles ! Les scènes d'action ? Indescriptibles tellement c'est grandiose ! L'émotion ? Il y en a un peu vers la fin. Donc malgré les détails visuel que j'ai cité plus haut (mais bon, 2006 hein ! La suite/préquelle prouve qu'on a largement évolué sur ce niveau là donc c'est excusable) et certaines scènes prévisibles et répétitives, 300 fait un sans faute ! HAOU HAOU, HAOU HAOU chef-d'œuvre !"
544,1,"Une bande de mercenaires retrouve un ancien bunker allemand abandonné. Voilà un pitch qui nous rappelle inévitablement The bunker. Ce qui aurait pu être une bonne idée originale sent plutôt l'opportunisme. Cependant, Outpost acquiert son identité propre s'affranchissant de son modèle grâce à une mise en scène intense et des acteurs convaincants (aussi bien pour leurs interprétations que pour leurs physiques). Une excellente surprise."
545,0,"Une idée orignale ,mais finalement,""l'intrigue"" ne tient pas la longueur . Pendant 1h 30, on est partagé entre l'ennui (scénario inconsistant,lenteur ) et l'énervement dû aux cris intempestifs poussés par une héroïne insupportable . Quant à Kitano...on se demande ce qu'il est allé faire dans cette galère ."
546,1,"Un seul et même film pour nous faire rire abondamment, nous faire pleurer et nous apprendre tant de choses. Et tout ceci magistralement. Même si ça va paraître exagéré, ce film est sans conteste le meilleur film de tous les temps. Et je pèse mes mots.."
547,1,"J'ai regardé sur Arte, par hasard au début, puis très attentivement ensuite ce film, très attachant, qui m'a beaucoup plu. Depuis je cherche à m'en procurer le DVD, soit en VF soit avec des sous-titrages en français, mais je ne trouve pas. Quelqu'un peut-il m'aider ? MerCi."
548,1,"Un chef-d’œuvre, à plusieurs égards. D’abord, d’un point de vue purement stylistique. Le mélange road movie, thriller, et film intimiste, converge vers un résultat très réussi. Le point de vue dramatique fait aussi du film une œuvre exeptionnelle tant La tension silencieuse, et la violence contenue qui se développent lorsque le père et le fils sont en présence sont fortes. Elles n’auraient pas été possibles sans un James Caan quasi satanique, et d’un Dennis Quaid, qui poussé dans ses derniers retranchements, n’a jamais semblé aussi tournmenté. L’appréciation de ce duel familial ne peut se faire qu’en regardant le film en v.o. Le doublage, tant sur le plan des voix, que de la traduction en français des répliques, n’est pas franchement à la hauteur. Le film de Steve Kloves est également une merveille d’un point de vue culturel. Le souci du détail dans les scènes où l’on voit évoluer le héros dans son univers prolétaire, aboutit à une peinture très réussie de l’Amérique profonde. Et les bonnes petites pointes d’humour lâchées ici et là dans les répliques ne gâchent rien à l’ensemble."
